no.,dise code,crc no.,school name,school mgt,school cat.,c1_b,c1_g,c2_b,c2_g,c3_b,c3_g,c4_b,c4_g,c5_b,c5_g,c6_b,c6_g,c7_b,c7_g,c8_b,c8_g,c9_b,c9_g,c10_b,c10_g,c11_b,c11_g,c12_b,c12_g,tch_m,tch_f,tch_t,tchregu,tchcont,tchpart,stdcode1,phone1,mobile1,stdcode2,phone2,mobile2,email
275,24091501018,C.R.C. NO. 10,MAHATMA GANDHI PRI. SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,8,3,10,4,9,5,22,6,19,8,11,4,15,8,15,9,0,0,0,0,0,0,0,0,1,7,8,8,0,0,281,2431341,,,,,mahatmagandhischools@gmail.com
276,24091501019,C.R.C. NO. 10,GNANDIP VIDHIYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,8,8,0,0,281,2431341,,,,,gnandipvidhyalay@gmail.com
277,24091501020,C.R.C. NO. 10,PARTH VIDHIYAMANDIR,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,8,0,0,281,2365773,,,,,parthvidyamandir@gmail.com
278,24091501021,C.R.C. NO. 10,NEW ERA ENGLISH SCHOOL,Pvt. Unaided                                                               ,Pr. with Up.Pr. sec. and H.Sec.                                            ,67,70,66,51,49,40,44,33,49,33,54,33,63,35,53,32,58,30,42,28,21,13,12,7,1,3,4,0,4,0,281,2446441,9825377509,,2446441,,neweraschool2011@gmail.com
279,24091501022,C.R.C. NO. 10,MATRU MANDIR ENG. MED. HIGH SCHOOL,Pvt. Aided                                                                 ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,12,79,22,69,18,84,20,6,7,13,13,0,0,281,2571621,9429049621,,,,matrumandirrajkot@gmail.com
280,24091501023,C.R.C. NO. 10,SHRI K J KOTECHA GIRLS HIGH SCHOOL,Pvt. Aided                                                                 ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,101,0,99,0,151,7,8,15,15,0,0,281,2454710,9825395337,,,,ukjkotechagirlshighschool@gmail.com
281,24091501024,C.R.C. NO. 10,SHRI SAURASHTRA HIGH SCHOOL,Pvt. Aided                                                                 ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,97,0,95,0,112,0,10,2,12,12,0,0,281,2572182,9426317487,,,,saurashtrahighschool1900@gmail.com
282,24091501025,C.R.C. NO. 10,SHREE P V MODI HIGH SCHOOL (ENG. MED.),Pvt. Unaided                                                               ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,68,78,75,0,0,0,0,2,7,9,0,9,0,281,2481587,9427220455,,,,pbmindra@gmail.com
283,24091501026,C.R.C. NO. 10,SHREE P V MODI HIGH SCHOOL (GUJ. MED.),Pvt. Unaided                                                               ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,105,246,96,0,0,0,0,5,12,17,0,17,0,281,2481587,9427220455,,,8000833099,
284,24091501027,C.R.C. NO. 10,SMT.J P MODI  HIGH SCHOOL (GUJ. MED.),Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,32,61,39,6,6,12,0,12,0,281,2481587,9427220455,,,,pvmindra@gmail.com
285,24091501028,C.R.C. NO. 10,P & B HIGHER SECONDARY SCHOOL,Pvt. Unaided                                                               ,Pr. with Up.Pr. sec. and H.Sec.                                            ,6,1,5,1,5,4,5,5,10,8,19,8,21,9,34,11,88,14,89,25,110,80,114,79,6,3,9,9,0,0,281,2466280,9427728172,281,2466080,9427728171,pandbschool@yahoo.com
286,24091501029,C.R.C. NO. 10,NIRMALA CONVENT HIGH SCHOOL,Pvt. Aided                                                                 ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,211,0,0,0,0,0,9,9,9,0,0,281,2451133,9714036608,,,9898921450,ncsrajkot@gmail.com
287,24091501030,C.R.C. NO. 10,SHRI MG&SG BARDANWALA KANYAVIDYALAY,Pvt. Aided                                                                 ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,352,0,294,0,272,6,22,28,28,0,0,281,2571470,9426448070,,,,bkv.bardanwala.60@gmail.com
288,24091501031,C.R.C. NO. 10,SHRI D. P. DAVE SCHOOL,Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,24,7,0,4,4,0,4,0,281,2457090,9428257966,,,9428257966,dpdsrajkot@yahoo.co.in
289,24091501032,C.R.C. NO. 10,KRISHNA H.S. SCHOOL (PRIMARY SEC.),Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,9,12,12,8,16,8,13,4,15,2,24,12,18,6,12,3,0,0,0,0,0,0,0,0,0,6,6,6,0,0,281,2431215,9824953810,,,9099092344,krishnainternational@yahoo.com
290,24091501033,C.R.C. NO. 10,KRISHNA H.S. SCHOOL (PRIMARY SEC. GUJ.),Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,5,2,3,4,12,4,9,2,9,7,12,5,12,4,25,6,0,0,0,0,0,0,0,0,0,8,8,8,0,0,281,2431215,9099924875,,,9099092344,krishnainternationalschool@yahoo.com
291,24091501036,C.R.C. NO. 10,KRISHNA H.S. SCHOOL (GUJ MED),Pvt. Unaided                                                               ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,7,50,16,79,26,119,61,9,2,11,11,0,0,281,2431215,9429315320,,,9099092344,krishnainternationalschool@yahoo.com
292,24091501037,C.R.C. NO. 10,KRISHNA H.S. SCHOOL (ENG MED),Pvt. Unaided                                                               ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,28,9,34,2,24,4,7,1,8,8,0,0,281,2431215,9429315320,,,9099092344,krishnainternationalschool@yahoo.com
293,24091501038,C.R.C. NO. 10,SARJAN SCIENCE SCHOOL - GUJ MED,Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,210,55,6,6,12,7,5,0,281,2575511,9825673468,,,9727758200,sarjanrajkot@gmail.com
294,24091501041,C.R.C. NO. 10,THE SCHOOL OF SCIENCE (GUJ. MED.),Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,95,175,96,13,3,16,10,6,0,281,2588300,9925030324,,,9825773845,sosrajkot@gmail.com
295,24091501042,C.R.C. NO. 10,THE SCHOOL OF SCIENCE (ENG. MED.),Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,17,40,22,13,3,16,10,6,0,281,2588300,9925030324,,,9825773845,sosrajkot@gmail.com
296,24091501043,C.R.C. NO. 10,SHRI AMRUT HIGHER SEC. SCHOOL (GUJ MED),Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,56,75,39,8,5,13,4,9,0,281,2588300,9909029078,,,9377640560,amrutrajkot@gmail.com
297,24091501044,C.R.C. NO. 10,SHRI AMRUT HIGHER SEC. SCHOOL (ENG MED),Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,45,12,8,5,13,4,9,0,281,2588300,9909029078,,,9377640560,amrutrajkot@gmail.com
298,24091501045,C.R.C. NO. 10,SMT. S K PATHAK VIDYAMANDIR SECONDARY,Pvt. Unaided                                                               ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,53,132,56,29,10,26,6,8,10,18,18,0,0,281,2458516,,,,,hspathak@pathakschool.org
299,24091501046,C.R.C. NO. 10,NEW ERA HIGH SCHOOL (GUJ MED),Pvt. Unaided                                                               ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,31,54,29,0,0,0,0,3,4,7,0,7,0,281,2446441,9974419625,,,,neweraschool20011@gmail.com
300,24091501047,C.R.C. NO. 10,NEW ERA ENGLISH SCHOOL (SEC AND H.S. ENG MED),Pvt. Unaided                                                               ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,29,42,28,21,13,12,7,3,3,6,6,0,0,281,2446441,9825377509,,,,neweraschool2011@gmail.com
301,24091501048,C.R.C. NO. 10,PRINCE HIGH SCHOOL,Pvt. Unaided                                                               ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,27,33,0,0,0,0,1,2,3,3,0,0,281,2570114,9824210241,,,,princessschoolrajkot@gmail.com
302,24091501049,C.R.C. NO. 10,QUEEN'S HIGHER SECONDARY SCHOOL,Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,23,14,1,2,3,0,3,0,281,2570113,9824210241,,,,princessschoolrajkot@gmail.com
303,24091501050,C.R.C. NO. 10,SHRI SAURASHTRA VIDHYAPITH HIGH SCHOOL,Pvt. Unaided                                                               ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,41,143,50,0,0,0,0,3,3,6,0,6,0,281,2457709,9879080829,,,,g.k.bharad2012@gmail.com
304,24091501051,C.R.C. NO. 10,SMT C. G. BHARAD VIDHYA MANDIR (H. S.),Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,123,186,75,10,2,12,12,0,0,281,2457709,,,,,
305,24091501052,C.R.C. NO. 10,SHRI KRUSHNA VIDHYALAY (HIGH SCHOOL),Pvt. Aided                                                                 ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,2,3,5,5,0,0,281,2471274,9978774952,,,9898907753,krushnavidhyalay@yahoo.com
306,24091501053,C.R.C. NO. 10,ST. SAI HIGH SCHOOL,Pvt. Unaided                                                               ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,32,52,30,0,0,0,0,0,2,2,2,0,0,281,2585890,9825446302,,,,stsaihighschool@gmail.com
307,24091501054,C.R.C. NO. 10,ST. SAI HIGHER SECONDARY SCHOOL,Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,9,13,0,4,4,0,4,0,281,2585890,9825446302,281,2586890,9825446302,stsaihighschool@gmail.com
308,24091501055,C.R.C. NO. 10,SMT. K. R. MODI HIGH SCHOOL (ENG MED),Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,28,31,28,1,5,6,0,6,0,281,2481587,9427220455,,,9726932082,pvmindra@gmail.com
309,24091501056,C.R.C. NO. 10,UTKARSH SCHOOL OF EXCELLENCE,Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,49,28,30,1,2,3,0,3,0,281,6590659,9429316857,,6590659,9426964178,utkarsh_school@yahoo.com
310,24091501057,C.R.C. NO. 10,SHRI H S PARIKH MEMORIEL BEST HIGH SCHOOL,Pvt. Unaided                                                               ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,5,0,0,0,0,0,5,0,5,0,5,0,281,0,9998468511,,,,hsparikhschool@gmail.com
311,24091501058,C.R.C. NO. 10,MARUTI VIDHYALAY (SEC AND H. S.),Pvt. Aided                                                                 ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,71,52,0,116,49,176,10,9,19,19,0,0,281,2571204,9879519008,,,,marutividhyalay123@gmail.com
312,24091501060,C.R.C. NO. 10,NIRMALA CONVENT SCHOOL,Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,97,0,4,4,4,0,0,281,2451133,9714036608,,,9898921450,ncsrajkot@gmail.com
313,24091501061,C.R.C. NO. 10,NIRMALA CONVENT SCHOOL(CBSE SECONDARY),Pvt. Unaided                                                               ,Pr. Up Pr. and Secondary Only                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,1,5,6,6,0,0,281,2451133,9714036608,,,,ncsrajkot@gmail.com
314,24091501062,C.R.C. NO. 10,M.V. DHULASHIA  & JHC TRUST SCHOOLS,Pvt. Unaided                                                               ,Pr. with Up.Pr. sec. and H.Sec.                                            ,3,22,2,0,10,2,11,6,25,13,26,10,32,24,33,27,73,34,56,24,14,14,10,6,0,17,17,17,0,0,281,2454366,9909998151,,2454377,,rupal.vyas@tges.org
315,24091501101,C.R.C. NO. 9,SCHOOL NO.11,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,5,11,7,11,12,17,15,15,15,13,12,16,16,11,9,16,0,0,0,0,0,0,0,0,2,6,8,8,0,0,281,2584678,9429168300,,,,
316,24091501102,C.R.C. NO. 9,SCHOOL NO.28,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,6,6,8,4,5,4,2,7,0,1,5,5,6,4,17,5,0,0,0,0,0,0,0,0,0,5,5,5,0,0,,,,,,9428790178,
317,24091501103,C.R.C. NO. 9,SCHOOL NO.57,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,18,16,10,22,15,20,17,15,22,21,13,22,16,27,16,28,0,0,0,0,0,0,0,0,1,8,9,9,0,0,,,8264194085,,,9427354197,
318,24091501105,C.R.C. NO. 9,SHREE LALBHADUR SASTRI PRI.SCH,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,24,34,27,14,33,23,39,29,28,19,54,16,48,18,66,16,0,0,0,0,0,0,0,0,2,11,13,13,0,0,281,2585256,9537075729,,2480072,0,
319,24091501106,C.R.C. NO. 9,RAJKUMAR COLLEGE,Pvt. Unaided                                                               ,Pr. with Up.Pr. sec. and H.Sec.                                            ,97,28,93,60,98,55,111,57,105,62,113,52,116,54,109,62,111,59,104,53,63,37,51,36,46,87,133,133,0,0,281,2466064,9925235951,281,2481016,9925235952,principal@rkcrajkot.com
320,24091501107,C.R.C. NO. 9,SADAGURU PRI. VIDHYALAYA,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,33,29,28,18,35,44,22,23,26,20,33,35,32,46,18,48,0,0,0,0,0,0,0,0,1,8,9,9,0,0,281,2480773,9998854538,,,9601626122,
321,24091501108,C.R.C. NO. 9,SHREE P V MODI PRI. SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,41,20,54,22,30,11,42,17,24,15,38,16,35,12,35,16,0,0,0,0,0,0,0,0,7,17,24,0,24,0,281,2481587,9427220495,281,2481587,,pvmindra@gmail.com
322,24091501109,C.R.C. NO. 9,P V MODI PRI. SCHOOL ENG.,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,47,25,59,38,57,30,67,16,16,6,28,21,46,22,22,9,0,0,0,0,0,0,0,0,2,22,24,0,24,0,281,2481587,9898233400,281,2481587,,pvmindra@gmail.com
323,24091501110,C.R.C. NO. 9,R H KOTAK SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,24,43,35,55,32,56,47,52,37,55,46,86,58,107,36,110,0,0,0,0,0,0,0,0,0,15,15,15,0,0,281,2482792,9428288974,,,,kotakschool33@gmail.com
324,24091501112,C.R.C. NO. 9,JAGATGURU PRI. SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,10,20,20,16,17,14,16,6,27,6,24,11,38,7,43,9,0,0,0,0,0,0,0,0,0,8,8,8,0,0,281,2460057,9924324770,281,2466222,9427724288,lbsk@yahoo.com
325,24091501114,C.R.C. NO. 9,KUMAR MANDIR,Pvt. Aided                                                                 ,Upper Primary only                                                         ,0,0,0,0,0,0,0,0,0,0,6,9,12,5,15,8,0,0,0,0,0,0,0,0,1,0,1,1,0,0,281,2466076,,,,,
