s.no,crc_no,dise_code,school_name,mgmt,school_level,c1_b,c1_g,c2_b,c2_g,c3_b,c3_g,c4_b,c4_g,c5_b,c5_g,c6_b,c6_g,c7_b,c7_g,c8_b,c8_g,c9_b,c9_g,c10_b,c10_g,c11_b,c11_g,c12_b,c12_g,tch_m,tch_f,tch_t,tchpri,tchupr,tchregu,tchcont,tchpart,std,phone_1,mobile_1,phone_2,mobile_2,email,website
232,C.R.C. NO. 7,24091500739,SHREE PRAGATY VIDHYALAY,Pvt. Unaided                                                               ,Pr. with Up.Pr. sec. and H.Sec.                                            ,37,26,43,22,21,18,29,21,31,24,25,14,31,13,22,14,28,18,25,10,17,10,17,3,11,4,15,4,7,11,3,1,281,2450525,9904585786,,9723517902,shreepragatatyvidhyalay2000@gmail.com,
233,C.R.C. NO. 7,24091500741,SHREE BANSHIDHAR VIDHAYALAY(H.S.),Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,19,13,19,6,1,7,0,0,7,0,0,281,2701148,9033255355,,,murlidharvidyalay123@gmail.com,
234,C.R.C. NO. 7,24091500742,MARUTI MOTHERLAND HIGH SCHOOL (H.S.),Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,32,30,43,8,4,12,0,0,1,11,0,281,2701897,9924576992,,,adarshschool1984@gmail.com,
235,C.R.C. NO. 7,24091500743,JAWAHAR UCHCHATAR MADHYAMIK VIDYALAYA,Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,17,45,15,3,2,5,0,0,5,0,0,281,2706305,,,9099448447,jawaharscienceschool@gmail.com,
236,C.R.C. NO. 7,24091500744,NOBALSAIKASHANIK SANKUL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,17,7,12,5,11,9,10,4,13,12,11,9,21,5,12,5,0,0,0,0,0,0,0,0,2,7,9,5,4,9,0,0,281,2701175,9925024607,2701175,9913325179,nobleschool@gmail.com,
237,C.R.C. NO. 7,24091500745,JAYHIND MADHYAMIK SHALA,Pvt. Unaided                                                               ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,11,15,12,0,0,0,0,3,2,5,0,0,1,4,0,281,6541107,9979605301,,,jayhindschool107@gmail.com,
238,C.R.C. NO. 7,24091500746,STAR KIDS INTERNATIIONAL SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,7,11,10,6,7,3,7,3,4,5,10,1,4,4,7,3,0,0,0,0,0,0,0,0,2,8,10,5,5,10,0,0,281,3245568,9426905568,,9723492323,pbpateledu@gmail.com,
239,C.R.C. NO. 7,24091500747,SUNFLOWER SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,34,11,24,9,14,8,11,10,13,4,7,1,5,9,10,6,0,0,0,0,0,0,0,0,2,14,16,8,8,2,14,0,281,2702248,7574818842,,,sunf.ski@gmail.com,
240,C.R.C. NO. 7,24091500749,NOBLE SEC. AND HIGHER SEC. SCHOOL,Pvt. Unaided                                                               ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7,0,0,15,0,0,0,8,0,8,0,0,2,6,0,281,2701175,9905024607,2701175,9913325179,nobleschoolrk@gmail.com,
241,C.R.C. NO. 19,24091500802,SCHOOL NO.65,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,13,18,5,5,4,5,5,3,4,0,6,7,9,3,7,2,0,0,0,0,0,0,0,0,2,3,5,2,3,5,0,0,281,0,9725533129,,9377606747,msbschoolno65@gmail.com,
242,C.R.C. NO. 8,24091500808,SCHOOL NO.48,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,7,11,5,13,7,15,8,8,8,11,16,10,10,13,16,8,0,0,0,0,0,0,0,0,0,5,5,4,1,5,0,0,,,9173762469,,9898803866,schoolno48@gmail.com,
243,C.R.C. NO. 8,24091500809,CHANAKYA VIDHYAMANDIR,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,46,33,36,15,34,25,31,16,34,17,40,28,34,15,36,33,0,0,0,0,0,0,0,0,2,17,19,13,6,18,0,1,281,2231613,9879695235,,9737605605,chanakyavidhyamandir@gmail.com,
244,C.R.C. NO. 8,24091500810,SHIV PR.SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,8,2,8,5,4,13,6,5,7,7,5,6,7,4,0,0,0,0,0,0,0,0,0,0,2,6,8,5,3,8,0,0,281,2239137,9824537200,,9824537200,,
245,C.R.C. NO. 8,24091500811,K.N.JANI PR.SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,0,42,0,39,0,43,0,44,0,38,0,43,0,48,0,41,0,0,0,0,0,0,0,0,2,9,11,7,4,11,0,0,281,2225218,,,,,
246,C.R.C. NO. 8,24091500812,HATHIKHANA GRANT SHALA,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,30,2,22,0,25,0,21,0,23,0,25,0,34,0,43,0,0,0,0,0,0,0,0,0,1,9,10,6,4,9,1,0,281,2225218,,,,,
247,C.R.C. NO. 8,24091500813,MAHALAXMI PR.SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,33,0,27,0,30,0,26,0,25,0,28,0,43,0,42,0,0,0,0,0,0,0,0,0,1,7,8,5,3,8,0,0,281,2225218,,,,,
248,C.R.C. NO. 8,24091500814,BAI SAHEBBA HIGH SCHOOL,Department of Education                                                    ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,34,0,72,0,86,4,12,16,0,0,16,0,0,281,2226784,9687883035,,9687883035,ictbjol@gmail.com,
249,C.R.C. NO. 8,24091500815,SHRI KN JANI MEMO. MURLIDHAR VIDYAL,Pvt. Unaided                                                               ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,1,0,1,0,0,1,0,0,281,2225218,,,,,
250,C.R.C. NO. 8,24091500816,MOHANDAS GANDHI VIDYALAYA,Department of Education                                                    ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,12,0,28,0,62,0,14,1,15,0,0,15,0,0,281,2242725,9687186102,,9687186102,mgvgschool@gmail.com,
251,C.R.C. NO. 8,24091500817,SHRI MURLIDHAR HIGH SCHOOL,Govt. Aided (Pvt.)                                                         ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,71,107,54,0,49,0,58,12,4,16,0,0,16,0,0,281,2225218,,,,,
252,C.R.C. NO. 8,24091500818,SHRI MURLIDHAR HIGH SCHOOL NON-GRNT,Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,50,0,2,2,4,0,0,4,0,0,281,22252218,,,,,
253,C.R.C. NO. 8,24091500819,SHRI KARANSINHJI HIGHER SEC. SCHOOL,Department of Education                                                    ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,33,0,176,0,147,0,8,8,16,0,0,16,0,0,281,2226889,9879675090,,9879675090,karansinhjihighschool@gmail.com,
254,C.R.C. NO. 8,24091500820,CHANAKYA MADHYAMIK VIDHYAMANDIR,Pvt. Unaided                                                               ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,30,36,19,15,13,18,15,3,6,9,0,0,9,0,0,281,2231613,9426784731,,9426784731,chanakyavidhyamandir@gmail.com,
255,C.R.C. NO. 8,24091500821,MATHER TERESHA PRA.SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,14,12,10,7,6,14,12,10,10,5,12,12,8,7,5,5,0,0,0,0,0,0,0,0,1,6,7,5,2,6,1,0,0,,9998740862,,9727337272,,
256,C.R.C. NO. 9,24091500901,SCHOOL NO. 8,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,12,11,12,3,14,17,12,21,15,11,11,12,11,8,14,14,0,0,0,0,0,0,0,0,4,5,9,5,4,9,0,0,,,9924102236,,9924102236,rajkotmsbht08@gmail.com,
257,C.R.C. NO. 9,24091500903,SCHOOL NO. 19,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,14,14,7,11,11,14,11,9,11,10,11,7,11,18,13,7,0,0,0,0,0,0,0,0,1,6,7,5,2,7,0,0,,,9429432291,,9429432291,,
258,C.R.C. NO. 12,24091500906,G T SHETH VIDHYALAY (H.S. GUJ MED),Govt. Aided (Pvt.)                                                         ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,61,63,51,57,65,52,65,9,5,14,0,0,14,0,0,281,2577778,9924309779,2577779,9924309779,gtshethvidyalaya@gmail.com,
259,C.R.C. NO. 12,24091500907,G T SHETH VIDHYALAY (H.S. ENG MED),Govt. Aided (Pvt.)                                                         ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,20,44,16,42,17,36,29,4,2,6,0,0,6,0,0,281,2577778,9428796054,,9428796054,gtshethvidyalya@gmail.com,
260,C.R.C. NO. 12,24091500908,ADARSH NIVASI SCHOOL (SC) KUMAR ,Tribal/Social Welfare Dept.                                                ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,28,0,0,0,0,0,3,1,4,0,0,3,1,0,281,2783428,9426845182,,9426845182,anskumarrajkot@gmail.com,
261,C.R.C. NO. 12,24091500909,ADARSH NIVASI SCHOOL (SC) GIRLS,Govt. Aided (Pvt.)                                                         ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,35,0,17,0,20,3,3,6,0,0,6,0,0,281,2561019,9428795466,,,adskanyaa@gmail.com,
262,C.R.C. NO. 14,24091501001,SCHOOL NO.47,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,12,9,13,11,12,19,17,14,9,16,18,15,9,13,24,24,0,0,0,0,0,0,0,0,2,8,10,6,4,10,0,0,,,9408665700,,9428467726,akabarischool47@gmail.com,
263,C.R.C. NO. 14,24091501002,SCHOOL NO.81,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,15,2,13,4,13,14,19,18,13,9,14,18,10,16,10,12,0,0,0,0,0,0,0,0,2,5,7,4,3,7,0,0,,,,,,,
264,C.R.C. NO. 10,24091501006,PRINCESS SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,33,30,45,30,41,25,41,29,31,24,31,24,26,22,36,16,0,0,0,0,0,0,0,0,0,5,5,1,4,5,0,0,281,2570111,9824210241,,9824210241,princessschoolrajkot@gmail.com,wwwprincessschool.org
265,C.R.C. NO. 10,24091501007,NEW ERA SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,62,46,61,34,65,35,68,37,69,38,66,29,54,35,52,37,0,0,0,0,0,0,0,0,0,9,9,4,5,9,0,0,281,2446441,9974419625,,9974419625,neweraschool2011@gmail.com,www.neweraschools.in
266,C.R.C. NO. 10,24091501008,SMT. K R MODI PRIMARY SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,60,39,37,34,82,50,71,33,63,30,65,16,91,33,96,33,0,0,0,0,0,0,0,0,4,28,32,20,12,2,30,0,281,2481587,9409018475,,9409018475,pvmindra@gmail.com,pvmodischool.org
267,C.R.C. NO. 10,24091501009,SMT. J P MODI PRIMARY SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,45,18,50,33,41,34,47,26,61,32,67,34,109,49,162,56,0,0,0,0,0,0,0,0,5,17,22,15,7,2,20,0,281,2481587,9428349385,2481587,9428349385,pvmindra@gmail.com,www.pvmodischool.org
268,C.R.C. NO. 10,24091501011,GAUTAM VIDHYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,37,25,40,27,35,24,48,23,57,37,50,22,63,22,51,31,0,0,0,0,0,0,0,0,0,9,9,6,3,9,0,0,281,2457709,9574148172,,9574148172,g.k.bharad2012@gmail.com,
269,C.R.C. NO. 10,24091501013,S K PATHAK VIDYA MANDIR,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,17,2,22,5,10,9,19,11,49,18,43,20,67,22,72,34,0,0,0,0,0,0,0,0,7,10,17,12,5,17,0,0,281,2458516,,,,pathakvidyamandirgm@gmail.com,www.pathakschools.org
270,C.R.C. NO. 10,24091501014,HOLY SAINTS SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,66,35,79,40,59,36,67,28,62,33,56,39,49,47,41,45,0,0,0,0,0,0,0,0,0,2,2,1,1,2,0,0,281,2585890,9825446302,,9825446302,rbmb2009@gmail.com,
271,C.R.C. NO. 10,24091501016,"SAURASTRA HIGH SCHOOL,PRIMARY SECTION",Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,1,5,1,2,0,6,2,7,4,2,1,3,8,6,10,0,0,0,0,0,0,0,0,0,1,5,6,3,3,6,0,0,281,2571318,9725021058,,9725021058,saurashtrahighschool@yahoo.com,
272,C.R.C. NO. 10,24091501017,NEW XPARIMENTAL SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,3,0,0,281,0,9558065353,,9428789700,,
273,C.R.C. NO. 10,24091501018,MAHATMA GANDHI PRI. SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,11,6,11,10,9,3,10,8,8,4,20,7,17,5,12,4,0,0,0,0,0,0,0,0,1,7,8,4,4,8,0,0,281,2431341,,,,mahatmagandhischools@gmail.com,
274,C.R.C. NO. 10,24091501021,NEW ERA ENGLISH SCHOOL,Pvt. Unaided                                                               ,Pr. with Up.Pr. sec. and H.Sec.                                            ,95,58,11,8,14,6,8,4,8,2,10,5,10,1,12,5,56,36,8,3,35,13,2,0,0,19,19,12,5,19,0,0,281,2446441,9825377509,2446441,9825377509,neweraschool2011@gmail.com,
275,C.R.C. NO. 10,24091501022,MATRU MANDIR ENG. MED. HIGH SCHOOL,Govt. Aided (Pvt.)                                                         ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,15,65,14,39,14,62,14,5,7,12,0,0,12,0,0,281,2571621,9429049621,,9429049621,matrumandirrajkot@gmail.com,www.matrumandirschool.org
276,C.R.C. NO. 10,24091501023,SHRI K J KOTECHA GIRLS HIGH SCHOOL,Govt. Aided (Pvt.)                                                         ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,172,0,171,0,127,8,7,15,0,0,15,0,0,281,2454710,9825395737,,9825395737,ukjkotechagirlshighschool@gmail.com,wwwkotechaschool.org
277,C.R.C. NO. 10,24091501024,SHRI SAURASHTRA HIGH SCHOOL,Govt. Aided (Pvt.)                                                         ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,90,0,104,0,104,0,9,4,13,0,0,13,0,0,281,2572182,9426421564,,9426421564,saurashtrahighschool1900@gmail.com,
278,C.R.C. NO. 10,24091501025,SHREE P V MODI HIGH SCHOOL (ENG. MED.),Pvt. Unaided                                                               ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,82,141,65,0,0,0,0,2,6,8,0,0,1,7,0,281,2481587,9427220455,,9427220455,pbmindra@gmail.com,www.pvmodischool.org
279,C.R.C. NO. 10,24091501026,SHREE P V MODI HIGH SCHOOL (GUJ. MED.),Pvt. Unaided                                                               ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,84,182,85,0,0,0,0,5,10,15,0,0,1,14,0,281,2481587,9427220455,,8000833099,,
280,C.R.C. NO. 10,24091501027,SMT.J P MODI  HIGH SCHOOL (GUJ. MED.),Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,30,60,52,5,5,10,0,0,1,9,0,281,2481587,9427220455,,9427220455,pvmindra@gmail.com,www.pvmodischool.org
281,C.R.C. NO. 10,24091501028,P & B HIGHER SECONDARY SCHOOL,Pvt. Unaided                                                               ,Pr. with Up.Pr. sec. and H.Sec.                                            ,30,15,23,12,27,19,29,10,32,13,38,25,45,18,61,18,84,32,82,15,94,30,95,19,6,3,9,3,3,9,0,0,281,2466280,9427728172,2466080,9427728171,pandbschool@yahoo.com,
282,C.R.C. NO. 10,24091501029,NIRMALA CONVENT HIGH SCHOOL,Govt. Aided (Pvt.)                                                         ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,124,0,0,0,0,0,9,9,0,0,9,0,0,281,2451133,9714036608,,9898921450,ncsrajkot@gmail.com,www.nirmalaconventschoolrajkot.org
